Date,State,Doses_Distributed,Doses_Administered,Administered_Dose1,Administered_Dose2,Administered_Dose_Other,id,,,,,,,,,,,,,,,,,,,
10-02-2021,Illinois,2327100,1539781,1198096,314687,,802,,,,,,,,,,,,,,,,,,,
11-02-2021,Illinois,2455500,1604830,1243706,330108,,803,,,,,,,,,,,,,,,,,,,
12-02-2021,Illinois,2481075,1674988,1294565,348826,,804,,,,,,,,,,,,,,,,,,,
13-02-2021,Illinois,2561800,1772568,1364527,375992,,805,,,,,,,,,,,,,,,,,,,
14-02-2021,Illinois,2566675,1854228,1421577,400340,,806,,,,,,,,,,,,,,,,,,,
16-02-2021,Illinois,2661550,1954382,1498639,422981,,807,,,,,,,,,,,,,,,,,,,
17-02-2021,Illinois,2694700,1996099,1531557,431310,,808,,,,,,,,,,,,,,,,,,,
18-02-2021,Illinois,2706400,2037388,1557154,446598,,809,,,,,,,,,,,,,,,,,,,
19-02-2021,Illinois,2883925,2174539,1647720,492551,,810,,,,,,,,,,,,,,,,,,,
20-02-2021,Illinois,2924725,2261482,1697843,527382,,811,,,,,,,,,,,,,,,,,,,
21-02-2021,Illinois,2924925,2339546,1742360,560403,,812,,,,,,,,,,,,,,,,,,,
22-02-2021,Illinois,2924925,2354395,1750507,566994,,813,,,,,,,,,,,,,,,,,,,230556
23-02-2021,Illinois,3005345,2416034,1786799,591312,,814,,,,,,,,,,,,,,,,,,,232588
24-02-2021,Illinois,3327065,2461385,1811338,611324,,815,,,,,,,,,,,,,,,,,,,234979
25-02-2021,Illinois,3499685,2519447,1840030,639901,,816,,,,,,,,,,,,,,,,,,,239096
26-02-2021,Illinois,3557335,2639826,1907053,691102,,817,,,,,,,,,,,,,,,,,,,243709
27-02-2021,Illinois,3575135,2735250,1947751,744792,,818,,,,,,,,,,,,,,,,,,,249974
28-02-2021,Illinois,3575135,2824209,1987775,792853,,819,,,,,,,,,,,,,,,,,,,256801
01-03-2021,Illinois,3575135,2906555,2028167,834142,,820,,,,,,,,,,,,,,,,,,,263429
02-03-2021,Illinois,3722705,2958947,2059448,854802,,821,,,,,,,,,,,,,,,,,,,266243
03-03-2021,Illinois,3925545,3022385,2092244,884810,,822,,,,,,,,,,,,,,,,,,,270715
04-03-2021,Illinois,4093855,3107699,2135813,925816,,823,,,,,,,,,,,,,,,,,,,275109
05-03-2021,Illinois,4334465,3204414,2186381,971371,,824,,,,,,,,,,,,,,,,,,,282532
06-03-2021,Illinois,4378835,3341021,2256313,1036845,,825,,,,,,,,,,,,,,,,,,,289968
07-03-2021,Illinois,4378835,3473676,2327790,1094967,,826,,,,,,,,,,,,,,,,,,,296532
30-12-2020,Indiana,316825,62820,,,,827,,,,,,,,,,,,,,,,,,,
02-01-2021,Indiana,316825,85752,,,,828,,,,,,,,,,,,,,,,,,,
04-01-2021,Indiana,334375,91168,,,,829,,,,,,,,,,,,,,,,,,,
05-01-2021,Indiana,355825,100487,,,,830,,,,,,,,,,,,,,,,,,,
06-01-2021,Indiana,356025,111806,,,,831,,,,,,,,,,,,,,,,,,,
07-01-2021,Indiana,409625,123835,,,,832,,,,,,,,,,,,,,,,,,,
08-01-2021,Indiana,430025,137933,,,,833,,,,,,,,,,,,,,,,,,,
11-01-2021,Indiana,522525,183356,,,,834,,,,,,,,,,,,,,,,,,,
12-01-2021,Indiana,540475,191844,114781,23546,53517,835,,,,,,,,,,,,,,,,,,,
13-01-2021,Indiana,579050,211334,125763,32040,53531,836,,,,,,,,,,,,,,,,,,,
14-01-2021,Indiana,630025,233488,203889,29579,,837,,,,,,,,,,,,,,,,,,,
15-01-2021,Indiana,642425,260310,222599,37683,,838,,,,,,,,,,,,,,,,,,,
19-01-2021,Indiana,642425,334686,283779,50862,,839,,,,,,,,,,,,,,,,,,,
20-01-2021,Indiana,741025,356385,297720,58616,,840,,,,,,,,,,,,,,,,,,,
21-01-2021,Indiana,816025,387137,320266,66801,,841,,,,,,,,,,,,,,,,,,,
22-01-2021,Indiana,839925,414127,340055,73986,,842,,,,,,,,,,,,,,,,,,,
23-01-2021,Indiana,841725,446029,367944,77985,,843,,,,,,,,,,,,,,,,,,,
24-01-2021,Indiana,841725,446029,367944,77985,,844,,,,,,,,,,,,,,,,,,,
25-01-2021,Indiana,841725,491856,408181,83554,,845,,,,,,,,,,,,,,,,,,,
26-01-2021,Indiana,900175,498824,413982,84719,,846,,,,,,,,,,,,,,,,,,,
27-01-2021,Indiana,920975,524180,432791,91255,,847,,,,,,,,,,,,,,,,,,,
28-01-2021,Indiana,925300,552144,454380,97614,,848,,,,,,,,,,,,,,,,,,,
29-01-2021,Indiana,929900,581322,475928,105208,,849,,,,,,,,,,,,,,,,,,,
30-01-2021,Indiana,931500,607185,495746,111233,,850,,,,,,,,,,,,,,,,,,,
31-01-2021,Indiana,931500,607185,495746,111233,,851,,,,,,,,,,,,,,,,,,,
01-02-2021,Indiana,931500,607185,495746,111233,,852,,,,,,,,,,,,,,,,,,,
02-02-2021,Indiana,1091375,612289,499215,112864,,853,,,,,,,,,,,,,,,,,,,
03-02-2021,Indiana,1106550,637745,517147,120352,,854,,,,,,,,,,,,,,,,,,,
04-02-2021,Indiana,1116375,671191,541269,129626,,855,,,,,,,,,,,,,,,,,,,
05-02-2021,Indiana,1117350,710888,568118,142405,,856,,,,,,,,,,,,,,,,,,,
06-02-2021,Indiana,1118350,749771,593266,156083,,857,,,,,,,,,,,,,,,,,,,
07-02-2021,Indiana,1118350,749771,593266,156083,,858,,,,,,,,,,,,,,,,,,,
08-02-2021,Indiana,1118350,749771,593266,156083,,859,,,,,,,,,,,,,,,,,,,
09-02-2021,Indiana,1206125,761070,598731,161879,,860,,,,,,,,,,,,,,,,,,,
10-02-2021,Indiana,1291675,795702,617918,177231,,861,,,,,,,,,,,,,,,,,,,
11-02-2021,Indiana,1351325,832031,637068,194281,,862,,,,,,,,,,,,,,,,,,,
12-02-2021,Indiana,1360125,873568,659495,213259,,863,,,,,,,,,,,,,,,,,,,
13-02-2021,Indiana,1387975,1018783,749756,267774,,864,,,,,,,,,,,,,,,,,,,
14-02-2021,Indiana,1388375,1058874,770193,287278,,865,,,,,,,,,,,,,,,,,,,
16-02-2021,Indiana,1445100,1091762,787050,303183,,866,,,,,,,,,,,,,,,,,,,
17-02-2021,Indiana,1447050,1113413,797872,313895,,867,,,,,,,,,,,,,,,,,,,
18-02-2021,Indiana,1452900,1125976,803800,320425,,868,,,,,,,,,,,,,,,,,,,
19-02-2021,Indiana,1487400,1194094,841694,350440,,869,,,,,,,,,,,,,,,,,,,
20-02-2021,Indiana,1487400,1234416,859278,372868,,870,,,,,,,,,,,,,,,,,,,
21-02-2021,Indiana,1487400,1269839,874152,393133,,871,,,,,,,,,,,,,,,,,,,
22-02-2021,Indiana,1487400,1292340,884201,405490,,872,,,,,,,,,,,,,,,,,,,1765099
23-02-2021,Indiana,1704790,1298877,887936,408261,,873,,,,,,,,,,,,,,,,,,,1801081
24-02-2021,Indiana,1734580,1361053,911746,442264,,874,,,,,,,,,,,,,,,,,,,1825612
25-02-2021,Indiana,1810380,1459296,946248,497544,,875,,,,,,,,,,,,,,,,,,,1854614
26-02-2021,Indiana,1832150,1505040,966033,523070,,876,,,,,,,,,,,,,,,,,,,1921843
27-02-2021,Indiana,1848620,1551945,987932,547659,,877,,,,,,,,,,,,,,,,,,,1963033
28-02-2021,Indiana,1848620,1590344,1005101,568495,,878,,,,,,,,,,,,,,,,,,,2003192
01-03-2021,Indiana,1848620,1615149,1016163,582101,,879,,,,,,,,,,,,,,,,,,,2043918
02-03-2021,Indiana,2053030,1624577,1021414,586200,,880,,,,,,,,,,,,,,,,,,,2075296
03-03-2021,Indiana,2083930,1657664,1035893,604449,,881,,,,,,,,,,,,,,,,,,,2108426
04-03-2021,Indiana,2132730,1697536,1053442,626414,,882,,,,,,,,,,,,,,,,,,,2152350
05-03-2021,Indiana,2191530,1748623,1078960,651592,,883,,,,,,,,,,,,,,,,,,,2203119
06-03-2021,Indiana,2206230,1800802,1106348,675987,,884,,,,,,,,,,,,,,,,,,,2273203
07-03-2021,Indiana,2206230,1844669,1129750,696137,,885,,,,,,,,,,,,,,,,,,,2344772
30-12-2020,Iowa,105550,31189,,,,886,,,,,,,,,,,,,,,,,,,
02-01-2021,Iowa,105550,53191,,,,887,,,,,,,,,,,,,,,,,,,
04-01-2021,Iowa,116275,55495,,,,888,,,,,,,,,,,,,,,,,,,
05-01-2021,Iowa,120175,60137,,,,889,,,,,,,,,,,,,,,,,,,
06-01-2021,Iowa,121475,66051,,,,890,,,,,,,,,,,,,,,,,,,
07-01-2021,Iowa,191675,74224,,,,891,,,,,,,,,,,,,,,,,,,
08-01-2021,Iowa,191675,80621,,,,892,,,,,,,,,,,,,,,,,,,
11-01-2021,Iowa,208875,98691,,,,893,,,,,,,,,,,,,,,,,,,
12-01-2021,Iowa,208875,98691,91969,6099,623,894,,,,,,,,,,,,,,,,,,,
13-01-2021,Iowa,264125,112093,101859,9603,631,895,,,,,,,,,,,,,,,,,,,
14-01-2021,Iowa,268025,112093,100805,9113,,896,,,,,,,,,,,,,,,,,,,
15-01-2021,Iowa,269000,120983,108056,10742,,897,,,,,,,,,,,,,,,,,,,
19-01-2021,Iowa,269000,144955,130042,12629,,898,,,,,,,,,,,,,,,,,,,
20-01-2021,Iowa,291075,149850,133528,13995,,899,,,,,,,,,,,,,,,,,,,
21-01-2021,Iowa,328600,158743,139500,16860,,900,,,,,,,,,,,,,,,,,,,
22-01-2021,Iowa,338950,170607,145642,22429,,901,,,,,,,,,,,,,,,,,,,
23-01-2021,Iowa,361475,180110,151145,26426,,902,,,,,,,,,,,,,,,,,,,
24-01-2021,Iowa,361475,191183,157635,30949,,903,,,,,,,,,,,,,,,,,,,
25-01-2021,Iowa,361475,196203,161445,32149,,904,,,,,,,,,,,,,,,,,,,
26-01-2021,Iowa,361575,197982,162795,32547,,905,,,,,,,,,,,,,,,,,,,
27-01-2021,Iowa,362875,204196,165466,36067,,906,,,,,,,,,,,,,,,,,,,
28-01-2021,Iowa,391575,212497,169341,40477,,907,,,,,,,,,,,,,,,,,,,
29-01-2021,Iowa,398600,224347,174655,46785,,908,,,,,,,,,,,,,,,,,,,
30-01-2021,Iowa,417900,237874,182537,52324,,909,,,,,,,,,,,,,,,,,,,
31-01-2021,Iowa,417900,252202,190689,58367,,910,,,,,,,,,,,,,,,,,,,
01-02-2021,Iowa,417900,257468,194009,60259,,911,,,,,,,,,,,,,,,,,,,
02-02-2021,Iowa,415325,259522,195234,61085,,912,,,,,,,,,,,,,,,,,,,
03-02-2021,Iowa,446825,266777,199242,64234,,913,,,,,,,,,,,,,,,,,,,
04-02-2021,Iowa,471200,279252,206516,69401,,914,,,,,,,,,,,,,,,,,,,
05-02-2021,Iowa,507850,293377,215693,74252,,915,,,,,,,,,,,,,,,,,,,
06-02-2021,Iowa,510550,308527,224437,80640,,916,,,,,,,,,,,,,,,,,,,
07-02-2021,Iowa,510550,328412,237554,87373,,917,,,,,,,,,,,,,,,,,,,
08-02-2021,Iowa,510550,345350,252349,89506,,918,,,,,,,,,,,,,,,,,,,
09-02-2021,Iowa,510550,351803,257459,90525,,919,,,,,,,,,,,,,,,,,,,
10-02-2021,Iowa,540375,368759,268974,95650,,920,,,,,,,,,,,,,,,,,,,
11-02-2021,Iowa,579200,387370,282596,99986,,921,,,,,,,,,,,,,,,,,,,
12-02-2021,Iowa,590900,408578,299032,104622,,922,,,,,,,,,,,,,,,,,,,
13-02-2021,Iowa,595775,432473,317851,109660,,923,,,,,,,,,,,,,,,,,,,
14-02-2021,Iowa,597725,456512,335771,115407,,924,,,,,,,,,,,,,,,,,,,
16-02-2021,Iowa,615100,485710,360301,119865,,925,,,,,,,,,,,,,,,,,,,
17-02-2021,Iowa,619000,495487,367577,122291,,926,,,,,,,,,,,,,,,,,,,
18-02-2021,Iowa,648600,507650,377848,124111,,927,,,,,,,,,,,,,,,,,,,
19-02-2021,Iowa,669900,552706,411926,134995,,928,,,,,,,,,,,,,,,,,,,
20-02-2021,Iowa,707865,577374,430429,141104,,929,,,,,,,,,,,,,,,,,,,
21-02-2021,Iowa,707865,599489,445872,147615,,930,,,,,,,,,,,,,,,,,,,
22-02-2021,Iowa,707865,611188,454792,150392,,931,,,,,,,,,,,,,,,,,,,884406
23-02-2021,Iowa,746475,614928,457493,151431,,932,,,,,,,,,,,,,,,,,,,888018
24-02-2021,Iowa,792615,621717,462422,153214,,933,,,,,,,,,,,,,,,,,,,911548
25-02-2021,Iowa,837515,631160,469234,155667,,934,,,,,,,,,,,,,,,,,,,945732
26-02-2021,Iowa,872345,654074,487097,160663,,935,,,,,,,,,,,,,,,,,,,965591
27-02-2021,Iowa,901745,684596,511624,166554,,936,,,,,,,,,,,,,,,,,,,987324
28-02-2021,Iowa,901745,713054,530741,175777,,937,,,,,,,,,,,,,,,,,,,1004552
01-03-2021,Iowa,901745,734845,543027,185255,,938,,,,,,,,,,,,,,,,,,,1015823
02-03-2021,Iowa,940045,740713,546916,187234,,939,,,,,,,,,,,,,,,,,,,1021222
03-03-2021,Iowa,983345,753860,553471,193643,,940,,,,,,,,,,,,,,,,,,,1035835
04-03-2021,Iowa,1020845,773314,563586,202916,,941,,,,,,,,,,,,,,,,,,,1053296
05-03-2021,Iowa,1068655,801113,577894,216336,,942,,,,,,,,,,,,,,,,,,,1078825
06-03-2021,Iowa,1106755,861247,603457,250490,,943,,,,,,,,,,,,,,,,,,,1106284
07-03-2021,Iowa,1106755,906470,627499,271606,,944,,,,,,,,,,,,,,,,,,,1129790
30-12-2020,Kansas,114850,12164,,,,945,,,,,,,,,,,,,,,,,,,
02-01-2021,Kansas,114850,19636,,,,946,,,,,,,,,,,,,,,,,,,
04-01-2021,Kansas,131750,20110,,,,947,,,,,,,,,,,,,,,,,,,
05-01-2021,Kansas,131750,20158,,,,948,,,,,,,,,,,,,,,,,,,
06-01-2021,Kansas,131750,31938,,,,949,,,,,,,,,,,,,,,,,,,
07-01-2021,Kansas,191225,36538,,,,950,,,,,,,,,,,,,,,,,,,
08-01-2021,Kansas,191225,58841,,,,951,,,,,,,,,,,,,,,,,,,
11-01-2021,Kansas,192200,77217,,,,952,,,,,,,,,,,,,,,,,,,
12-01-2021,Kansas,193175,78268,53988,9577,14703,953,,,,,,,,,,,,,,,,,,,
13-01-2021,Kansas,261175,85650,58477,12470,14703,954,,,,,,,,,,,,,,,,,,,
14-01-2021,Kansas,263175,91565,77590,13054,,955,,,,,,,,,,,,,,,,,,,
15-01-2021,Kansas,263175,97779,83293,13496,,956,,,,,,,,,,,,,,,,,,,
19-01-2021,Kansas,263175,118434,101824,15602,,957,,,,,,,,,,,,,,,,,,,
20-01-2021,Kansas,265600,122705,105679,16013,,958,,,,,,,,,,,,,,,,,,,
21-01-2021,Kansas,312000,130434,111907,17430,,959,,,,,,,,,,,,,,,,,,,
22-01-2021,Kansas,336475,137094,116569,19325,,960,,,,,,,,,,,,,,,,,,,
23-01-2021,Kansas,348175,144909,122813,20883,,961,,,,,,,,,,,,,,,,,,,
24-01-2021,Kansas,348175,151249,127417,22610,,962,,,,,,,,,,,,,,,,,,,
25-01-2021,Kansas,348175,154719,129861,23635,,963,,,,,,,,,,,,,,,,,,,
26-01-2021,Kansas,348175,158743,132153,25349,,964,,,,,,,,,,,,,,,,,,,
27-01-2021,Kansas,392875,168392,140685,26457,,965,,,,,,,,,,,,,,,,,,,
28-01-2021,Kansas,405550,190301,157536,31429,,966,,,,,,,,,,,,,,,,,,,
29-01-2021,Kansas,412375,190540,157720,31482,,967,,,,,,,,,,,,,,,,,,,
30-01-2021,Kansas,413350,206520,168343,36738,,968,,,,,,,,,,,,,,,,,,,
31-01-2021,Kansas,413350,221469,180156,39753,,969,,,,,,,,,,,,,,,,,,,
01-02-2021,Kansas,413350,226895,183035,42297,,970,,,,,,,,,,,,,,,,,,,
02-02-2021,Kansas,413350,231201,185065,44420,,971,,,,,,,,,,,,,,,,,,,
03-02-2021,Kansas,470800,241156,192026,47394,,972,,,,,,,,,,,,,,,,,,,
04-02-2021,Kansas,471775,251425,198352,51322,,973,,,,,,,,,,,,,,,,,,,
05-02-2021,Kansas,492250,263624,206997,54834,,974,,,,,,,,,,,,,,,,,,,
06-02-2021,Kansas,492250,280252,218170,60203,,975,,,,,,,,,,,,,,,,,,,
07-02-2021,Kansas,492250,296284,228774,65559,,976,,,,,,,,,,,,,,,,,,,
08-02-2021,Kansas,492250,303094,232575,68565,,977,,,,,,,,,,,,,,,,,,,
09-02-2021,Kansas,492250,305574,233494,70115,,978,,,,,,,,,,,,,,,,,,,
10-02-2021,Kansas,553750,319662,241127,76561,,979,,,,,,,,,,,,,,,,,,,
11-02-2021,Kansas,564000,332923,248979,81948,,980,,,,,,,,,,,,,,,,,,,
12-02-2021,Kansas,581975,350741,261332,86597,,981,,,,,,,,,,,,,,,,,,,
13-02-2021,Kansas,581975,367891,273430,91577,,982,,,,,,,,,,,,,,,,,,,
14-02-2021,Kansas,581975,389983,287680,99392,,983,,,,,,,,,,,,,,,,,,,
16-02-2021,Kansas,581975,397247,291726,102601,,984,,,,,,,,,,,,,,,,,,,
17-02-2021,Kansas,581975,405166,295950,106249,,985,,,,,,,,,,,,,,,,,,,
18-02-2021,Kansas,581975,417825,302165,112651,,986,,,,,,,,,,,,,,,,,,,
19-02-2021,Kansas,624975,466718,334112,128614,,987,,,,,,,,,,,,,,,,,,,
20-02-2021,Kansas,645800,488738,345965,138765,,988,,,,,,,,,,,,,,,,,,,
21-02-2021,Kansas,645800,509332,356901,148378,,989,,,,,,,,,,,,,,,,,,,
22-02-2021,Kansas,645800,514728,359269,151375,,990,,,,,,,,,,,,,,,,,,,379253
23-02-2021,Kansas,699895,517379,360817,152471,,991,,,,,,,,,,,,,,,,,,,381116
24-02-2021,Kansas,754495,530904,367813,158944,,992,,,,,,,,,,,,,,,,,,,388103
25-02-2021,Kansas,839575,542433,373244,164940,,993,,,,,,,,,,,,,,,,,,,393822
26-02-2021,Kansas,861645,560776,383658,172744,,994,,,,,,,,,,,,,,,,,,,404913
27-02-2021,Kansas,867585,583498,394351,184698,,995,,,,,,,,,,,,,,,,,,,416035
28-02-2021,Kansas,867585,609765,408501,196781,,996,,,,,,,,,,,,,,,,,,,429900
01-03-2021,Kansas,867585,620939,417111,199266,,997,,,,,,,,,,,,,,,,,,,439555
02-03-2021,Kansas,868885,629548,421149,203731,,998,,,,,,,,,,,,,,,,,,,443833
03-03-2021,Kansas,1004065,644921,429853,210351,,999,,,,,,,,,,,,,,,,,,,451623
04-03-2021,Kansas,1044425,661143,439753,216611,,1000,,,,,,,,,,,,,,,,,,,461758
05-03-2021,Kansas,1085815,683046,453247,224917,,1001,,,,,,,,,,,,,,,,,,,475329
06-03-2021,Kansas,1091625,707897,469117,233833,,1002,,,,,,,,,,,,,,,,,,,491371
07-03-2021,Kansas,1091625,734335,485304,244055,,1003,,,,,,,,,,,,,,,,,,,507941
30-12-2020,Kentucky,126900,29873,,,,1004,,,,,,,,,,,,,,,,,,,
02-01-2021,Kentucky,126900,59780,,,,1005,,,,,,,,,,,,,,,,,,,
04-01-2021,Kentucky,156600,60663,,,,1006,,,,,,,,,,,,,,,,,,,
05-01-2021,Kentucky,174150,61408,,,,1007,,,,,,,,,,,,,,,,,,,
06-01-2021,Kentucky,174150,67673,,,,1008,,,,,,,,,,,,,,,,,,,
07-01-2021,Kentucky,244350,94443,,,,1009,,,,,,,,,,,,,,,,,,,
08-01-2021,Kentucky,267750,94443,,,,1010,,,,,,,,,,,,,,,,,,,
11-01-2021,Kentucky,329450,132114,,,,1011,,,,,,,,,,,,,,,,,,,
12-01-2021,Kentucky,329450,132114,102517,6335,23262,1012,,,,,,,,,,,,,,,,,,,
13-01-2021,Kentucky,329450,142436,111449,7725,23262,1013,,,,,,,,,,,,,,,,,,,
14-01-2021,Kentucky,332375,155613,145320,8994,,1014,,,,,,,,,,,,,,,,,,,
15-01-2021,Kentucky,337450,174748,162733,10672,,1015,,,,,,,,,,,,,,,,,,,
19-01-2021,Kentucky,337450,216039,201688,12911,,1016,,,,,,,,,,,,,,,,,,,
20-01-2021,Kentucky,444325,223946,208664,13829,,1017,,,,,,,,,,,,,,,,,,,
21-01-2021,Kentucky,450175,235143,217837,15699,,1018,,,,,,,,,,,,,,,,,,,
22-01-2021,Kentucky,466700,254144,229873,22568,,1019,,,,,,,,,,,,,,,,,,,
23-01-2021,Kentucky,471000,270960,243620,25566,,1020,,,,,,,,,,,,,,,,,,,
24-01-2021,Kentucky,471000,299493,268308,29346,,1021,,,,,,,,,,,,,,,,,,,
25-01-2021,Kentucky,471000,307462,275610,30010,,1022,,,,,,,,,,,,,,,,,,,
26-01-2021,Kentucky,557975,312192,279715,30633,,1023,,,,,,,,,,,,,,,,,,,
27-01-2021,Kentucky,585500,323268,285291,36054,,1024,,,,,,,,,,,,,,,,,,,
28-01-2021,Kentucky,611050,342200,297108,43142,,1025,,,,,,,,,,,,,,,,,,,
29-01-2021,Kentucky,650050,366643,312373,52251,,1026,,,,,,,,,,,,,,,,,,,
30-01-2021,Kentucky,650150,386001,324581,59367,,1027,,,,,,,,,,,,,,,,,,,
31-01-2021,Kentucky,650150,404705,337738,64890,,1028,,,,,,,,,,,,,,,,,,,
01-02-2021,Kentucky,650150,415545,347384,66077,,1029,,,,,,,,,,,,,,,,,,,
02-02-2021,Kentucky,684700,419562,350622,66852,,1030,,,,,,,,,,,,,,,,,,,
03-02-2021,Kentucky,719200,435400,360015,73264,,1031,,,,,,,,,,,,,,,,,,,
04-02-2021,Kentucky,746500,455783,372114,81502,,1032,,,,,,,,,,,,,,,,,,,
05-02-2021,Kentucky,747000,483777,387902,93651,,1033,,,,,,,,,,,,,,,,,,,
06-02-2021,Kentucky,747000,517168,406790,108050,,1034,,,,,,,,,,,,,,,,,,,
07-02-2021,Kentucky,747000,548342,422976,122785,,1035,,,,,,,,,,,,,,,,,,,
08-02-2021,Kentucky,747000,564682,434294,127793,,1036,,,,,,,,,,,,,,,,,,,
09-02-2021,Kentucky,828800,568658,436193,129862,,1037,,,,,,,,,,,,,,,,,,,
10-02-2021,Kentucky,840400,584947,442691,139605,,1038,,,,,,,,,,,,,,,,,,,
11-02-2021,Kentucky,882200,608198,454145,151297,,1039,,,,,,,,,,,,,,,,,,,
12-02-2021,Kentucky,882400,636518,468357,165324,,1040,,,,,,,,,,,,,,,,,,,
13-02-2021,Kentucky,892100,649810,474397,172518,,1041,,,,,,,,,,,,,,,,,,,
14-02-2021,Kentucky,892100,678768,488161,187643,,1042,,,,,,,,,,,,,,,,,,,
16-02-2021,Kentucky,903775,711588,510373,198180,,1043,,,,,,,,,,,,,,,,,,,
17-02-2021,Kentucky,911575,719857,514681,202064,,1044,,,,,,,,,,,,,,,,,,,
18-02-2021,Kentucky,950600,726168,517316,205575,,1045,,,,,,,,,,,,,,,,,,,
19-02-2021,Kentucky,998250,779109,547573,228157,,1046,,,,,,,,,,,,,,,,,,,
20-02-2021,Kentucky,998250,796952,556588,236951,,1047,,,,,,,,,,,,,,,,,,,
21-02-2021,Kentucky,1006050,824007,566677,253857,,1048,,,,,,,,,,,,,,,,,,,
22-02-2021,Kentucky,1006050,839508,573961,262062,,1049,,,,,,,,,,,,,,,,,,,595427
23-02-2021,Kentucky,1181375,851440,579549,268387,,1050,,,,,,,,,,,,,,,,,,,601199
24-02-2021,Kentucky,1204585,874840,592151,279104,,1051,,,,,,,,,,,,,,,,,,,613991
25-02-2021,Kentucky,1230465,907836,609932,294202,,1052,,,,,,,,,,,,,,,,,,,631899
26-02-2021,Kentucky,1305725,945168,632114,309250,,1053,,,,,,,,,,,,,,,,,,,653998
27-02-2021,Kentucky,1317325,980727,654884,321940,,1054,,,,,,,,,,,,,,,,,,,676765
28-02-2021,Kentucky,1317325,1020045,674617,341409,,1055,,,,,,,,,,,,,,,,,,,696337
01-03-2021,Kentucky,1317325,1046835,691600,351189,,1056,,,,,,,,,,,,,,,,,,,713031
02-03-2021,Kentucky,1418685,1061236,702822,354275,,1057,,,,,,,,,,,,,,,,,,,723995
03-03-2021,Kentucky,1435555,1082228,715889,362062,,1058,,,,,,,,,,,,,,,,,,,737140
04-03-2021,Kentucky,1449775,1117369,737786,375152,,1059,,,,,,,,,,,,,,,,,,,759035
05-03-2021,Kentucky,1538415,1162694,768092,390088,,1060,,,,,,,,,,,,,,,,,,,789351
06-03-2021,Kentucky,1555915,1209546,799179,405706,,1061,,,,,,,,,,,,,,,,,,,820350
07-03-2021,Kentucky,1555915,1254160,826323,423066,,1062,,,,,,,,,,,,,,,,,,,847248
30-12-2020,Louisiana,154150,40678,,,,1063,,,,,,,,,,,,,,,,,,,
02-01-2021,Louisiana,193150,49073,,,,1064,,,,,,,,,,,,,,,,,,,
04-01-2021,Louisiana,218425,49589,,,,1065,,,,,,,,,,,,,,,,,,,
05-01-2021,Louisiana,230125,49693,,,,1066,,,,,,,,,,,,,,,,,,,
06-01-2021,Louisiana,230125,54973,,,,1067,,,,,,,,,,,,,,,,,,,
07-01-2021,Louisiana,298825,64664,,,,1068,,,,,,,,,,,,,,,,,,,
08-01-2021,Louisiana,299325,78608,,,,1069,,,,,,,,,,,,,,,,,,,
11-01-2021,Louisiana,361750,129591,,,,1070,,,,,,,,,,,,,,,,,,,
12-01-2021,Louisiana,368300,142771,117022,18314,7435,1071,,,,,,,,,,,,,,,,,,,
13-01-2021,Louisiana,369475,156186,127078,21634,7474,1072,,,,,,,,,,,,,,,,,,,
14-01-2021,Louisiana,370175,175811,149064,26440,,1073,,,,,,,,,,,,,,,,,,,
15-01-2021,Louisiana,370175,197967,167193,30416,,1074,,,,,,,,,,,,,,,,,,,
19-01-2021,Louisiana,370175,255591,221109,33967,,1075,,,,,,,,,,,,,,,,,,,
20-01-2021,Louisiana,485625,264400,228831,35049,,1076,,,,,,,,,,,,,,,,,,,
21-01-2021,Louisiana,492800,279398,240762,38095,,1077,,,,,,,,,,,,,,,,,,,
22-01-2021,Louisiana,506200,297655,256670,40385,,1078,,,,,,,,,,,,,,,,,,,
23-01-2021,Louisiana,543700,315023,272630,41788,,1079,,,,,,,,,,,,,,,,,,,
24-01-2021,Louisiana,543700,334086,290955,42520,,1080,,,,,,,,,,,,,,,,,,,
25-01-2021,Louisiana,543700,341447,297684,43151,,1081,,,,,,,,,,,,,,,,,,,
26-01-2021,Louisiana,602025,345675,301874,43189,,1082,,,,,,,,,,,,,,,,,,,
27-01-2021,Louisiana,620325,358746,311135,46954,,1083,,,,,,,,,,,,,,,,,,,
28-01-2021,Louisiana,620425,375895,323609,51583,,1084,,,,,,,,,,,,,,,,,,,
29-01-2021,Louisiana,620425,398312,339450,58132,,1085,,,,,,,,,,,,,,,,,,,
30-01-2021,Louisiana,648925,420908,355024,65136,,1086,,,,,,,,,,,,,,,,,,,
31-01-2021,Louisiana,648925,443715,369486,73436,,1087,,,,,,,,,,,,,,,,,,,
01-02-2021,Louisiana,648925,463179,376491,85872,,1088,,,,,,,,,,,,,,,,,,,
02-02-2021,Louisiana,736850,476014,378574,96606,,1089,,,,,,,,,,,,,,,,,,,
03-02-2021,Louisiana,746550,488960,384041,104070,,1090,,,,,,,,,,,,,,,,,,,
04-02-2021,Louisiana,746550,509982,393389,115629,,1091,,,,,,,,,,,,,,,,,,,
05-02-2021,Louisiana,746550,536404,404021,131355,,1092,,,,,,,,,,,,,,,,,,,
06-02-2021,Louisiana,769750,570731,419327,150219,,1093,,,,,,,,,,,,,,,,,,,
07-02-2021,Louisiana,769750,599941,431119,167576,,1094,,,,,,,,,,,,,,,,,,,
08-02-2021,Louisiana,769750,614041,436190,176580,,1095,,,,,,,,,,,,,,,,,,,
